source_set,dataset,folder_name,attack_type,attack_family,mode,mode_inferred,model_norm,poison_rate,train_param_value,test_param_type,test_param_value,target_label,poison_seed,delta,eps,f,upgd_steps,upgd_steps_multiplier,alpha,cover_rate,stealth_tpr_avg,stealth_auc_avg,transfer_rate,asr,nc_max_anomaly_index,nc_is_poisoned,S_stealth,S_stealth_tpr
baseline,cifar10,upgd_0.005_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.005,6.0,test_eps,6.0,,2333,,6.0,,100.0,5.0,,,0.7631671637744035,0.40995857582860395,0.595781,0.6407618518003615,1.8836889266967773,False,,
new,cifar10,upgd_0.005_eps=6.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.005,6.0,test_eps,6.0,0,2333,,6.0,,100.0,5.0,,,0.36901720857083276,0.08128195354070422,0.999375,1.0,3.3749332427978516,True,,
baseline,cifar10,upgd_0.005_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.005,8.0,test_eps,8.0,,2333,,8.0,,100.0,5.0,,,0.8024409908186687,0.4058658384212537,0.601719,0.7268177394689281,4.256786346435547,True,,
new,cifar10,upgd_0.005_eps=8.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.005,8.0,test_eps,8.0,0,2333,,8.0,,100.0,5.0,,,0.42462040901502507,0.22044631923155167,0.988906,0.9993048797441958,2.1134626865386963,True,,
baseline,cifar10,upgd_0.005_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.005,10.0,test_eps,10.0,,2333,,10.0,,100.0,5.0,,,0.6506755482085517,0.29253432704965454,0.7025,0.8224662866675935,2.3838770389556885,False,,
new,cifar10,upgd_0.005_eps=10.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.005,10.0,test_eps,10.0,0,2333,,10.0,,100.0,5.0,,,0.1089001503197553,0.04715588932208403,0.998594,1.0,2.1069490909576416,True,,
baseline,cifar10,upgd_0.005_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.005,12.0,test_eps,12.0,,2333,,12.0,,100.0,5.0,,,0.5830827199869153,0.22154419332209474,0.664687,0.849993048797442,2.8042550086975098,True,,
new,cifar10,upgd_0.005_eps=12.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.005,12.0,test_eps,12.0,0,2333,,12.0,,100.0,5.0,,,0.18452255665230088,0.10265538890944703,0.999687,1.0,3.1527652740478516,True,,
baseline,cifar10,upgd_0.005_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.005,16.0,test_eps,16.0,,2333,,16.0,,100.0,5.0,,,0.35325874201973295,0.18439320412830829,0.765156,0.9581537606005839,4.92609977722168,True,,
new,cifar10,upgd_0.005_eps=16.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.005,16.0,test_eps,16.0,0,2333,,16.0,,100.0,5.0,,,0.5050350736929923,0.14258559289510409,0.974531,0.9998609759488392,1.1581989526748657,False,,
baseline,cifar10,upgd_0.005_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.005,20.0,test_eps,20.0,,2333,,20.0,,100.0,5.0,,,0.47633603567439264,0.2729860321474119,0.799219,0.9956902544140136,1.5446627140045166,False,,
new,cifar10,upgd_0.005_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.005,20.0,test_eps,20.0,0,2333,,20.0,,100.0,5.0,,,0.3979547413793104,0.09333393539254864,0.996563,0.9998609759488392,1.9167765378952026,False,,
baseline,cifar10,upgd_0.005_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.005,24.0,test_eps,24.0,,2333,,24.0,,100.0,5.0,,,0.5646775532581454,0.17280162539273924,0.970313,0.9984707354372306,1.674246907234192,False,,
new,cifar10,upgd_0.005_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.005,24.0,test_eps,24.0,0,2333,,24.0,,100.0,5.0,,,0.2966563759905464,0.10320802764316073,0.999531,1.0,2.823457717895508,True,,
baseline,cifar10,upgd_0.010_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.01,4.0,test_eps,4.0,,2333,,4.0,,100.0,5.0,,,0.6452054204062353,0.4002650470377431,0.756094,0.5886278326150424,1.9705346822738647,False,,
new,cifar10,upgd_0.010_eps=4.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.01,4.0,test_eps,4.0,0,2333,,4.0,,100.0,5.0,,,0.15129577770824643,0.05942345620636169,0.994375,0.9997219518976783,4.527141094207764,True,,
baseline,cifar10,upgd_0.010_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.01,6.0,test_eps,6.0,,2333,,6.0,,100.0,5.0,,,0.6139486892583119,0.2800093969940327,0.928594,0.8152370360072293,1.8386363983154297,False,,
new,cifar10,upgd_0.010_eps=6.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.01,6.0,test_eps,6.0,0,2333,,6.0,,100.0,5.0,,,0.1070393742179897,0.06201059560396294,0.999219,1.0,4.306210517883301,True,,
baseline,cifar10,upgd_0.010_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.01,8.0,test_eps,8.0,,2333,,8.0,,100.0,5.0,,,0.5165605975828111,0.3200802978011026,0.764219,0.7764493257333519,3.8351263999938965,True,,
new,cifar10,upgd_0.010_eps=8.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.01,8.0,test_eps,8.0,0,2333,,8.0,,100.0,5.0,,,0.15714248470522807,0.0556263293909145,0.994687,0.9998609759488392,3.0416038036346436,True,,
baseline,cifar10,upgd_0.010_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.01,10.0,test_eps,10.0,,2333,,10.0,,100.0,5.0,,,0.5772141515754425,0.33580870676346686,0.79375,0.8559710829973586,3.1154279708862305,True,,
new,cifar10,upgd_0.010_eps=10.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.01,10.0,test_eps,10.0,0,2333,,10.0,,100.0,5.0,,,0.281978429549562,0.06326771990262436,0.998594,1.0,3.407752752304077,False,,
baseline,cifar10,upgd_0.010_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.01,12.0,test_eps,12.0,,2333,,12.0,,100.0,5.0,,,0.6249585990976976,0.24812996854488512,0.854844,0.8936466008619491,1.2216695547103882,False,,
new,cifar10,upgd_0.010_eps=12.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.01,12.0,test_eps,12.0,0,2333,,12.0,,100.0,5.0,,,0.28991943556235233,0.06856511774933238,0.999687,1.0,3.865949869155884,True,,
baseline,cifar10,upgd_0.010_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.01,16.0,test_eps,16.0,,2333,,16.0,,100.0,5.0,,,0.5084891181458451,0.2301527393182814,0.907969,0.9837341860141805,1.6968339681625366,False,,
new,cifar10,upgd_0.010_eps=16.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.01,16.0,test_eps,16.0,0,2333,,16.0,,100.0,5.0,,,0.3601428323136818,0.19113089075480905,0.999219,0.9998609759488392,1.9696279764175415,False,,
baseline,cifar10,upgd_0.010_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.01,20.0,test_eps,20.0,,2333,,20.0,,100.0,5.0,,,0.4901292254504819,0.17291967339699332,0.917813,0.9952731822605311,1.7863539457321167,False,,
new,cifar10,upgd_0.010_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.01,20.0,test_eps,20.0,0,2333,,20.0,,100.0,5.0,,,0.3970847004031698,0.15384508826399057,0.997812,1.0,1.9030853509902954,False,,
baseline,cifar10,upgd_0.010_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.01,24.0,test_eps,24.0,,2333,,24.0,,100.0,5.0,,,0.17245175683212488,0.06605621182535515,0.965625,0.9970804949256221,2.061378240585327,False,,
new,cifar10,upgd_0.010_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.01,24.0,test_eps,24.0,0,2333,,24.0,,100.0,5.0,,,0.22781858230223828,0.033026722213049586,0.999844,1.0,2.4336328506469727,True,,
baseline,cifar10,upgd_0.050_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.05,4.0,test_eps,4.0,,2333,,4.0,,100.0,5.0,,,0.2708102681838138,0.1462767288611786,0.942813,0.9499513415820937,2.1409451961517334,True,,
new,cifar10,upgd_0.050_eps=4.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.05,4.0,test_eps,4.0,0,2333,,4.0,,100.0,5.0,,,0.13168111792715143,0.06512573286441059,0.990625,1.0,3.0837981700897217,True,,
baseline,cifar10,upgd_0.050_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.05,6.0,test_eps,6.0,,2333,,6.0,,100.0,5.0,,,0.3383735749614143,0.14812039396949428,0.971406,0.9908244126233838,2.4391777515411377,True,,
new,cifar10,upgd_0.050_eps=6.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.05,6.0,test_eps,6.0,0,2333,,6.0,,100.0,5.0,,,0.12863326758654248,0.055823864479947805,0.999687,1.0,4.311389923095703,True,,
baseline,cifar10,upgd_0.050_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.05,8.0,test_eps,8.0,,2333,,8.0,,100.0,5.0,,,0.16545775977693067,0.09084721540958007,0.992188,0.9847073543723064,4.08929967880249,True,,
new,cifar10,upgd_0.050_eps=8.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.05,8.0,test_eps,8.0,0,2333,,8.0,,100.0,5.0,,,0.1735087498262199,0.08181661156189857,0.997656,1.0,3.969275712966919,True,,
baseline,cifar10,upgd_0.050_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.05,10.0,test_eps,10.0,,2333,,10.0,,100.0,5.0,,,0.47108493208675606,0.15862006030915343,0.978437,0.9646878910051438,2.56168794631958,True,,
new,cifar10,upgd_0.050_eps=10.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.05,10.0,test_eps,10.0,0,2333,,10.0,,100.0,5.0,,,0.0556958718545808,0.03291356239244658,0.998594,1.0,3.463423728942871,True,,
baseline,cifar10,upgd_0.050_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.05,12.0,test_eps,12.0,,2333,,12.0,,100.0,5.0,,,0.4845943311874106,0.3365020636363384,0.98,0.9717781176143473,2.840578079223633,True,,
new,cifar10,upgd_0.050_eps=12.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.05,12.0,test_eps,12.0,0,2333,,12.0,,100.0,5.0,,,0.0245609620464341,0.029223898548178084,0.995313,1.0,1.658203125,False,,
baseline,cifar10,upgd_0.050_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.05,16.0,test_eps,16.0,,2333,,16.0,,100.0,5.0,,,0.3572439375436147,0.20231360512433816,0.991094,0.9961073265674962,2.9530439376831055,True,,
new,cifar10,upgd_0.050_eps=16.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.05,16.0,test_eps,16.0,0,2333,,16.0,,100.0,5.0,,,0.027263220318365144,0.029626023215951314,1.0,1.0,3.39786958694458,True,,
baseline,cifar10,upgd_0.050_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.05,20.0,test_eps,20.0,,2333,,20.0,,100.0,5.0,,,0.6543318944467699,0.18588618967938975,0.962812,0.9963853746698179,1.8134455680847168,False,,
new,cifar10,upgd_0.050_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.05,20.0,test_eps,20.0,0,2333,,20.0,,100.0,5.0,,,0.29250755074377877,0.1422391376978558,1.0,1.0,3.273716688156128,True,,
baseline,cifar10,upgd_0.050_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,unknown,True,resnet18,0.05,24.0,test_eps,24.0,,2333,,24.0,,100.0,5.0,,,0.3857665645879733,0.18620950039896855,0.9875,0.9987487835395523,5.05472993850708,False,,
new,cifar10,upgd_0.050_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd,upgd,all-to-one,False,resnet18,0.05,24.0,test_eps,24.0,0,2333,,24.0,,100.0,5.0,,,0.021811248783539572,0.027600768083131166,1.0,1.0,3.1435980796813965,True,,
baseline,cifar10,upgd_0.005_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.005,4.0,test_eps,4.0,,2333,,4.0,,100.0,5.0,,,0.8169328585961343,0.5385580074536159,0.28125,0.13666064229111635,5.985161781311035,True,,
new,cifar10,upgd_0.005_eps=4.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.005,4.0,test_eps,4.0,0,2333,,4.0,,100.0,5.0,,,0.6610751124227094,0.4631012330771054,0.754375,0.9892951480606145,2.679840564727783,True,,
baseline,cifar10,upgd_0.005_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.005,6.0,test_eps,6.0,,2333,,6.0,,100.0,5.0,,,0.7813061894184168,0.4820978642529987,0.52,0.43027943834283333,2.797478675842285,True,,
new,cifar10,upgd_0.005_eps=6.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.005,6.0,test_eps,6.0,0,2333,,6.0,,100.0,5.0,,,0.5785770932014489,0.35045693421090673,0.932969,0.9979146392325873,3.385429859161377,False,,
baseline,cifar10,upgd_0.005_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.005,8.0,test_eps,8.0,,2333,,8.0,,100.0,5.0,,,0.7462985622065728,0.46803977429256904,0.620625,0.5922424579452246,2.376652240753174,False,,
new,cifar10,upgd_0.005_eps=8.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.005,8.0,test_eps,8.0,0,2333,,8.0,,100.0,5.0,,,0.6504836682324286,0.30977786847944877,0.990469,0.9988878075907132,2.7272448539733887,False,,
baseline,cifar10,upgd_0.005_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.005,10.0,test_eps,10.0,,2333,,10.0,,100.0,5.0,,,0.47578472663699933,0.2866945052530606,0.857187,0.8747393299040734,3.709479570388794,True,,
new,cifar10,upgd_0.005_eps=10.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.005,10.0,test_eps,10.0,0,2333,,10.0,,100.0,5.0,,,0.6360262524335976,0.4115415291408895,0.996406,0.9997219518976783,2.9334185123443604,True,,
baseline,cifar10,upgd_0.005_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.005,12.0,test_eps,12.0,,2333,,12.0,,100.0,5.0,,,0.5765341256496485,0.3861323127904548,0.718594,0.9094953426942861,2.477492570877075,False,,
new,cifar10,upgd_0.005_eps=12.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.005,12.0,test_eps,12.0,0,2333,,12.0,,100.0,5.0,,,0.5449311526154702,0.3255947039895942,0.956562,0.9993048797441958,5.74307918548584,True,,
baseline,cifar10,upgd_0.005_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.005,16.0,test_eps,16.0,,2333,,16.0,,100.0,5.0,,,0.6706451083856246,0.35078831991463,0.745313,0.974836646739886,5.229992866516113,False,,
new,cifar10,upgd_0.005_eps=16.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.005,16.0,test_eps,16.0,0,2333,,16.0,,100.0,5.0,,,0.35211959092806455,0.21701656860659257,0.992344,0.9991658556930348,4.001248836517334,True,,
baseline,cifar10,upgd_0.005_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.005,20.0,test_eps,20.0,,2333,,20.0,,100.0,5.0,,,0.6095487408682214,0.358577201379349,0.901094,0.9895731961629362,1.7083865404129028,False,,
new,cifar10,upgd_0.005_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.005,20.0,test_eps,20.0,0,2333,,20.0,,100.0,5.0,,,0.4302846521300292,0.28431664079620456,0.989375,0.9986097594883915,1.7700300216674805,False,,
baseline,cifar10,upgd_0.005_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.005,24.0,test_eps,24.0,,2333,,24.0,,100.0,5.0,,,0.5427921087533156,0.318082781246832,0.887344,0.9958292784651744,2.6068267822265625,True,,
new,cifar10,upgd_0.005_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.005,24.0,test_eps,24.0,0,2333,,24.0,,100.0,5.0,,,0.3160434561482821,0.19259799519203658,0.988125,0.9994439037953566,3.0812771320343018,True,,
baseline,cifar10,upgd_0.010_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.01,4.0,test_eps,4.0,,2333,,4.0,,100.0,5.0,,,0.7937768173758866,0.5261341440191216,0.576562,0.4116502154872793,1.898325800895691,False,,
new,cifar10,upgd_0.010_eps=4.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.01,4.0,test_eps,4.0,0,2333,,4.0,,100.0,5.0,,,0.37124524076147813,0.20674619418968132,0.754062,0.9931878214931184,1.6321165561676025,False,,
baseline,cifar10,upgd_0.010_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.01,6.0,test_eps,6.0,,2333,,6.0,,100.0,5.0,,,0.8339620245245245,0.4951572095504173,0.765,0.6944251355484499,4.617630958557129,False,,
new,cifar10,upgd_0.010_eps=6.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.01,6.0,test_eps,6.0,0,2333,,6.0,,100.0,5.0,,,0.6216033459419885,0.3630899980512483,0.953125,0.9969414708744613,5.080728530883789,True,,
baseline,cifar10,upgd_0.010_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.01,8.0,test_eps,8.0,,2333,,8.0,,100.0,5.0,,,0.618802983955437,0.3822412699637925,0.670625,0.7300152926456277,4.13846492767334,True,,
new,cifar10,upgd_0.010_eps=8.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.01,8.0,test_eps,8.0,0,2333,,8.0,,100.0,5.0,,,0.3653363122132629,0.24148856409227537,0.991719,1.0,1.9470480680465698,False,,
baseline,cifar10,upgd_0.010_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.01,10.0,test_eps,10.0,,2333,,10.0,,100.0,5.0,,,0.6938260092980196,0.3856555717774357,0.814063,0.8634783817600444,2.162214994430542,True,,
new,cifar10,upgd_0.010_eps=10.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.01,10.0,test_eps,10.0,0,2333,,10.0,,100.0,5.0,,,0.6212982875521558,0.34572485777163586,0.998281,0.9995829278465175,3.9260776042938232,True,,
baseline,cifar10,upgd_0.010_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.01,12.0,test_eps,12.0,,2333,,12.0,,100.0,5.0,,,0.6419536625860138,0.39236398261487526,0.587187,0.8687612957041568,2.666778087615967,False,,
new,cifar10,upgd_0.010_eps=12.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.01,12.0,test_eps,12.0,0,2333,,12.0,,100.0,5.0,,,0.5742442956694007,0.3205233325501359,0.993437,1.0,4.463011264801025,True,,
baseline,cifar10,upgd_0.010_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.01,16.0,test_eps,16.0,,2333,,16.0,,100.0,5.0,,,0.48581299829157176,0.2703093870850837,0.850781,0.9765049353538162,2.221367597579956,False,,
new,cifar10,upgd_0.010_eps=16.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.01,16.0,test_eps,16.0,0,2333,,16.0,,100.0,5.0,,,0.5959173765646731,0.3382283923984407,0.984375,0.9995829278465175,5.1517229080200195,True,,
baseline,cifar10,upgd_0.010_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.01,20.0,test_eps,20.0,,2333,,20.0,,100.0,5.0,,,0.48524895229169607,0.26488074901260084,0.75125,0.9827610176560545,4.771175861358643,False,,
new,cifar10,upgd_0.010_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.01,20.0,test_eps,20.0,0,2333,,20.0,,100.0,5.0,,,0.4070951991366105,0.2719120751336206,0.991094,0.9983317113860698,4.525672435760498,True,,
baseline,cifar10,upgd_0.010_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.01,24.0,test_eps,24.0,,2333,,24.0,,100.0,5.0,,,0.5569769540572792,0.36417374974900496,0.784687,0.9902683164187405,2.1123158931732178,False,,
new,cifar10,upgd_0.010_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.01,24.0,test_eps,24.0,0,2333,,24.0,,100.0,5.0,,,0.35119105479071067,0.199609000530532,0.990469,0.9997219518976783,2.2266147136688232,True,,
baseline,cifar10,upgd_0.050_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.05,4.0,test_eps,4.0,,2333,,4.0,,100.0,5.0,,,0.7041205092431113,0.42890786618517784,0.760938,0.7971639093563186,1.7623599767684937,False,,
new,cifar10,upgd_0.050_eps=4.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,all-to-one,False,vgg,0.05,4.0,test_eps,4.0,0,2333,,4.0,,100.0,5.0,,,0.2907531519921984,0.14859012745277722,0.815937,0.9979146392325873,2.336792469024658,True,,
baseline,cifar10,upgd_0.050_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_cifar10,upgd,upgd,unknown,True,vgg,0.05,6.0,test_eps,6.0,,2333,,6.0,,100.0,5.0,,,0.4025643140981341,0.24787867972798605,0.924687,0.8046712081190046,2.201181411743164,True,,
