source_set,dataset,folder_name,attack_type,attack_family,mode,mode_inferred,model_norm,poison_rate,train_param_value,test_param_type,test_param_value,target_label,poison_seed,delta,eps,f,upgd_steps,upgd_steps_multiplier,alpha,cover_rate,stealth_tpr_avg,stealth_auc_avg,transfer_rate,asr,nc_max_anomaly_index,nc_is_poisoned,S_stealth,S_stealth_tpr
new,mnistm,SIG_0.005_delta=28_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.005,28.0,test_delta,28.0,2,2333,28.0,,6.0,,,,,0.6632107923331718,0.5156488216841912,0.288107,0.8639028475711893,1.8628756999969482,False,,
baseline,mnistm,SIG_0.005_delta=36_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.005,36.0,test_delta,36.0,,2333,36.0,,6.0,,,,,0.7412366071428571,0.6012908021878101,0.000698,0.001954215522054718,3.6651885509490967,False,,
new,mnistm,SIG_0.005_delta=36_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.005,36.0,test_delta,36.0,2,2333,36.0,,6.0,,,,,0.6556698312236287,0.4492622555037682,0.258515,0.9262981574539364,2.2857248783111572,False,,
baseline,mnistm,SIG_0.005_delta=44_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.005,44.0,test_delta,44.0,,2333,44.0,,6.0,,,,,0.7009567307692308,0.5372650689894706,0.001396,0.0018146286990508096,1.0520917177200317,False,,
new,mnistm,SIG_0.005_delta=44_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.005,44.0,test_delta,44.0,2,2333,44.0,,6.0,,,,,0.6154754699515808,0.4518820814012948,0.73981,0.980178671133445,5.443873882293701,True,,
baseline,mnistm,SIG_0.005_delta=56_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.005,56.0,test_delta,56.0,,2333,56.0,,6.0,,,,,0.8031021959459459,0.5977368056960846,0.000977,0.02582356225572306,1.6819038391113281,False,,
new,mnistm,SIG_0.005_delta=56_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.005,56.0,test_delta,56.0,2,2333,56.0,,6.0,,,,,0.6155817201524434,0.434388349690904,0.713149,0.9797599106644332,2.1990904808044434,False,,
baseline,mnistm,SIG_0.010_delta=4_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.01,4.0,test_delta,4.0,,2333,4.0,,6.0,,,,,0.7619479166666666,0.5812425955204663,0.000977,0.0016750418760469012,1.031022071838379,False,,
new,mnistm,SIG_0.010_delta=4_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.01,4.0,test_delta,4.0,2,2333,4.0,,6.0,,,,,0.89,0.5626271962211766,0.001256,0.0020938023450586263,2.3542134761810303,False,,
baseline,mnistm,SIG_0.010_delta=12_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.01,12.0,test_delta,12.0,,2333,12.0,,6.0,,,,,0.76525,0.5666128783663618,0.000977,0.000977107761027359,1.813245177268982,False,,
new,mnistm,SIG_0.010_delta=12_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.01,12.0,test_delta,12.0,2,2333,12.0,,6.0,,,,,0.7605494756041952,0.49034813453470805,0.120603,0.6122278056951423,2.111109733581543,False,,
baseline,mnistm,SIG_0.010_delta=20_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.01,20.0,test_delta,20.0,,2333,20.0,,6.0,,,,,0.75684375,0.5665253196693221,0.000838,0.0013958682300390843,3.2856080532073975,False,,
new,mnistm,SIG_0.010_delta=20_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.01,20.0,test_delta,20.0,2,2333,20.0,,6.0,,,,,0.5939431486880467,0.33789460049823483,0.784897,0.9575656058068118,2.5059587955474854,False,,
baseline,mnistm,SIG_0.010_delta=28_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.01,28.0,test_delta,28.0,,2333,28.0,,6.0,,,,,0.7039756944444444,0.5202432240868465,0.000419,0.001256281407035176,4.0729217529296875,True,,
new,mnistm,SIG_0.010_delta=28_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.01,28.0,test_delta,28.0,2,2333,28.0,,6.0,,,,,0.5444357928407131,0.3562710924278507,0.845896,0.9709659408151871,2.883467674255371,False,,
baseline,mnistm,SIG_0.010_delta=36_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.01,36.0,test_delta,36.0,,2333,36.0,,6.0,,,,,0.77021875,0.5526511248888465,0.001117,0.001954215522054718,3.2976903915405273,False,,
new,mnistm,SIG_0.010_delta=36_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.01,36.0,test_delta,36.0,2,2333,36.0,,6.0,,,,,0.5373085072402044,0.34168225448584133,0.967755,0.983249581239531,1.8543561697006226,False,,
baseline,mnistm,SIG_0.010_delta=44_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.01,44.0,test_delta,44.0,,2333,44.0,,6.0,,,,,0.7770312500000001,0.5629578571867858,0.001117,0.0034896705750977106,2.195894956588745,False,,
new,mnistm,SIG_0.010_delta=44_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.01,44.0,test_delta,44.0,2,2333,44.0,,6.0,,,,,0.5521254401408451,0.30069539601323214,0.992881,0.9910664433277498,3.6959481239318848,False,,
baseline,mnistm,SIG_0.010_delta=56_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.01,56.0,test_delta,56.0,,2333,56.0,,6.0,,,,,0.788886994949495,0.5930265951793674,0.001535,0.013819095477386936,2.098745107650757,False,,
new,mnistm,SIG_0.010_delta=56_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.01,56.0,test_delta,56.0,2,2333,56.0,,6.0,,,,,0.3811205707626525,0.29260100581091664,0.99651,0.9956728084868789,1.7753326892852783,False,,
baseline,mnistm,SIG_0.050_delta=4_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.05,4.0,test_delta,4.0,,2333,4.0,,6.0,,,,,0.7055069444444444,0.55054753288051,0.000698,0.001256281407035176,1.8964020013809204,False,,
new,mnistm,SIG_0.050_delta=4_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.05,4.0,test_delta,4.0,2,2333,4.0,,6.0,,,,,0.6006174862605909,0.5385635933669285,0.620743,0.6095756560580681,1.1853629350662231,False,,
baseline,mnistm,SIG_0.050_delta=12_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.05,12.0,test_delta,12.0,,2333,12.0,,6.0,,,,,0.7485852272727272,0.5546596547746905,0.000838,0.0015354550530429928,1.9176485538482666,False,,
new,mnistm,SIG_0.050_delta=12_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.05,12.0,test_delta,12.0,2,2333,12.0,,6.0,,,,,0.48887330599144074,0.3018004804235759,0.959939,0.9785036292573981,1.081998348236084,False,,
baseline,mnistm,SIG_0.050_delta=20_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.05,20.0,test_delta,20.0,,2333,20.0,,6.0,,,,,0.792969246031746,0.5833417635269471,0.001117,0.008793969849246231,1.007206678390503,False,,
new,mnistm,SIG_0.050_delta=20_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.05,20.0,test_delta,20.0,2,2333,20.0,,6.0,,,,,0.4376911280145821,0.25023517230948167,0.972083,0.9955332216638749,1.7487763166427612,False,,
baseline,mnistm,SIG_0.050_delta=28_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.05,28.0,test_delta,28.0,,2333,28.0,,6.0,,,,,0.801875,0.5627523783682475,0.000558,0.02666108319374651,2.38651704788208,False,,
new,mnistm,SIG_0.050_delta=28_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.05,28.0,test_delta,28.0,2,2333,28.0,,6.0,,,,,0.3849762837554219,0.237467553245309,0.979062,0.9976270240089335,2.4025676250457764,False,,
baseline,mnistm,SIG_0.050_delta=36_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.05,36.0,test_delta,36.0,,2333,36.0,,6.0,,,,,0.8154866782868526,0.6017292705087015,0.001954,0.07007258514796204,1.250409722328186,False,,
new,mnistm,SIG_0.050_delta=36_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.05,36.0,test_delta,36.0,2,2333,36.0,,6.0,,,,,0.3821265941649197,0.23253918065819668,0.991904,0.9987437185929648,1.9019144773483276,False,,
baseline,mnistm,SIG_0.050_delta=44_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.05,44.0,test_delta,44.0,,2333,44.0,,6.0,,,,,0.8080133647798742,0.5792762901146982,0.003071,0.13316582914572864,1.6551239490509033,False,,
new,mnistm,SIG_0.050_delta=44_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.05,44.0,test_delta,44.0,2,2333,44.0,,6.0,,,,,0.4191090061461098,0.2588330658560505,0.999302,0.9993020658849805,2.008084535598755,False,,
baseline,mnistm,SIG_0.050_delta=56_f=6_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,unknown,True,vgg,0.05,56.0,test_delta,56.0,,2333,56.0,,6.0,,,,,0.8677430655619597,0.5993587362349291,0.001815,0.19374651032942491,3.1858458518981934,False,,
new,mnistm,SIG_0.050_delta=56_f=6_mode=all2one_poison_seed=2333_arch=vgg19_bn_mnistm,SIG,sig,all-to-one,False,vgg,0.05,56.0,test_delta,56.0,2,2333,56.0,,6.0,,,,,0.37543044354838706,0.23280003195545906,0.999581,0.9995812395309883,1.302137851715088,False,,
baseline,mnistm,upgd_0.005_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.005,4.0,test_eps,4.0,,2333,,4.0,,100.0,5.0,,,0.9066078565830721,0.6065601639391298,0.005723,0.044528196538246786,1.7256168127059937,False,,
new,mnistm,upgd_0.005_eps=4.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.005,4.0,test_eps,4.0,2,2333,,4.0,,100.0,5.0,,,0.8188573793467664,0.5770359972862116,0.993579,0.42950865438302627,1.497801423072815,False,,
baseline,mnistm,upgd_0.005_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.005,6.0,test_eps,6.0,,2333,,6.0,,100.0,5.0,,,0.8865405245746691,0.6053901876500042,0.024567,0.07384142936906755,1.5548083782196045,False,,
new,mnistm,upgd_0.005_eps=6.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.005,6.0,test_eps,6.0,2,2333,,6.0,,100.0,5.0,,,0.7071390837684132,0.4416136202274885,1.0,0.7486041317699609,1.7849174737930298,False,,
baseline,mnistm,upgd_0.005_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.005,8.0,test_eps,8.0,,2333,,8.0,,100.0,5.0,,,0.9117247732426303,0.5682893884038005,0.25321,0.24651032942490228,0.9237549304962158,False,,
new,mnistm,upgd_0.005_eps=8.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.005,8.0,test_eps,8.0,2,2333,,8.0,,100.0,5.0,,,0.6549111771058316,0.38596546628401707,1.0,0.8401730876605249,1.7080531120300293,False,,
baseline,mnistm,upgd_0.005_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.005,10.0,test_eps,10.0,,2333,,10.0,,100.0,5.0,,,0.885522758462946,0.5754861751634004,0.864182,0.30513679508654384,6.445813179016113,True,,
new,mnistm,upgd_0.005_eps=10.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.005,10.0,test_eps,10.0,2,2333,,10.0,,100.0,5.0,,,0.6560191941140592,0.40714644388385557,1.0,0.9154103852596315,5.197282314300537,True,,
baseline,mnistm,upgd_0.005_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.005,12.0,test_eps,12.0,,2333,,12.0,,100.0,5.0,,,0.9196304747883696,0.5123522724149774,0.83794,0.3792573981016192,2.474256753921509,True,,
new,mnistm,upgd_0.005_eps=12.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.005,12.0,test_eps,12.0,2,2333,,12.0,,100.0,5.0,,,0.6023731617647059,0.35145277119389107,1.0,0.8898659966499163,3.4067699909210205,True,,
baseline,mnistm,upgd_0.005_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.005,16.0,test_eps,16.0,,2333,,16.0,,100.0,5.0,,,0.8597154284164858,0.5352702808748037,0.996371,0.6434952540480179,2.027247667312622,False,,
new,mnistm,upgd_0.005_eps=16.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.005,16.0,test_eps,16.0,2,2333,,16.0,,100.0,5.0,,,0.6109204838247924,0.4255569464170029,1.0,0.9751535455053043,2.142670154571533,True,,
baseline,mnistm,upgd_0.005_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.005,20.0,test_eps,20.0,,2333,,20.0,,100.0,5.0,,,0.8707747835670279,0.6095914536802012,0.99986,0.657035175879397,1.7921993732452393,False,,
new,mnistm,upgd_0.005_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.005,20.0,test_eps,20.0,2,2333,,20.0,,100.0,5.0,,,0.7298888269402319,0.43927001172578173,1.0,0.9388609715242882,1.0826263427734375,False,,
baseline,mnistm,upgd_0.005_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.005,24.0,test_eps,24.0,,2333,,24.0,,100.0,5.0,,,0.8631548030407741,0.4340505495069862,1.0,0.807928531546622,4.574828624725342,False,,
new,mnistm,upgd_0.005_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.005,24.0,test_eps,24.0,2,2333,,24.0,,100.0,5.0,,,0.5637065031963798,0.47284979790569115,1.0,0.9716638749302066,2.2387373447418213,True,,
baseline,mnistm,upgd_0.010_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.01,4.0,test_eps,4.0,,2333,,4.0,,100.0,5.0,,,0.9239270833333333,0.5699616364061805,0.01019,0.052345058626465664,1.6078890562057495,False,,
new,mnistm,upgd_0.010_eps=4.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.01,4.0,test_eps,4.0,2,2333,,4.0,,100.0,5.0,,,0.6088416091997575,0.35480923909437867,1.0,0.9209938581797878,3.8871850967407227,True,,
baseline,mnistm,upgd_0.010_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.01,6.0,test_eps,6.0,,2333,,6.0,,100.0,5.0,,,0.8952821088794926,0.5677764777378476,0.099805,0.13204913456169737,1.7832452058792114,False,,
new,mnistm,upgd_0.010_eps=6.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.01,6.0,test_eps,6.0,2,2333,,6.0,,100.0,5.0,,,0.7794691771484659,0.41692368489564846,1.0,0.9599385817978783,15.800725936889648,True,,
baseline,mnistm,upgd_0.010_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.01,8.0,test_eps,8.0,,2333,,8.0,,100.0,5.0,,,0.916416443338438,0.5947938910063721,0.235623,0.1823003908431044,3.2240121364593506,False,,
new,mnistm,upgd_0.010_eps=8.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.01,8.0,test_eps,8.0,2,2333,,8.0,,100.0,5.0,,,0.5532216533906669,0.3357986730687872,1.0,0.9900893355667225,6.305770397186279,True,,
baseline,mnistm,upgd_0.010_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.01,10.0,test_eps,10.0,,2333,,10.0,,100.0,5.0,,,0.8822086755646817,0.5515284599192508,0.779453,0.27177554438860974,2.014503002166748,False,,
new,mnistm,upgd_0.010_eps=10.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.01,10.0,test_eps,10.0,2,2333,,10.0,,100.0,5.0,,,0.49661266330587905,0.3084827437843841,1.0,0.9829704075935232,2.5124552249908447,True,,
baseline,mnistm,upgd_0.010_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.01,12.0,test_eps,12.0,,2333,,12.0,,100.0,5.0,,,0.9272794802533532,0.5763746243736806,0.701843,0.37465103294249025,2.188091278076172,False,,
new,mnistm,upgd_0.010_eps=12.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.01,12.0,test_eps,12.0,2,2333,,12.0,,100.0,5.0,,,0.8490256294964029,0.40950763658273315,1.0,0.9701284198771636,5.113071918487549,True,,
baseline,mnistm,upgd_0.010_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.01,16.0,test_eps,16.0,,2333,,16.0,,100.0,5.0,,,0.7932920081967213,0.5367736686915757,0.981016,0.5449469570072585,1.1048794984817505,False,,
new,mnistm,upgd_0.010_eps=16.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.01,16.0,test_eps,16.0,2,2333,,16.0,,100.0,5.0,,,0.537511620966575,0.36443558319453995,1.0,0.9646845337800112,1.363755226135254,False,,
baseline,mnistm,upgd_0.010_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.01,20.0,test_eps,20.0,,2333,,20.0,,100.0,5.0,,,0.8561546049249436,0.5083232249192591,1.0,0.6788107202680067,3.615316867828369,False,,
new,mnistm,upgd_0.010_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.01,20.0,test_eps,20.0,2,2333,,20.0,,100.0,5.0,,,0.5436515957446808,0.2944364903959418,1.0,0.9840871021775545,2.2651562690734863,True,,
baseline,mnistm,upgd_0.010_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.01,24.0,test_eps,24.0,,2333,,24.0,,100.0,5.0,,,0.8631690533547466,0.5307828785697489,1.0,0.7822445561139029,3.2081234455108643,False,,
new,mnistm,upgd_0.010_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.01,24.0,test_eps,24.0,2,2333,,24.0,,100.0,5.0,,,0.6408453952087219,0.36710535531013266,1.0,0.9730597431602457,2.3945860862731934,False,,
baseline,mnistm,upgd_0.050_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.05,4.0,test_eps,4.0,,2333,,4.0,,100.0,5.0,,,0.9393031655844156,0.5753275552946608,0.042714,0.10748185371300949,4.201369285583496,True,,
new,mnistm,upgd_0.050_eps=4.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.05,4.0,test_eps,4.0,2,2333,,4.0,,100.0,5.0,,,0.7370955007002802,0.3753126932882027,1.0,0.9966499162479062,15.474928855895996,True,,
baseline,mnistm,upgd_0.050_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.05,6.0,test_eps,6.0,,2333,,6.0,,100.0,5.0,,,0.8989313872255489,0.5790659409504404,0.274567,0.14000558347292016,1.6722391843795776,False,,
new,mnistm,upgd_0.050_eps=6.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.05,6.0,test_eps,6.0,2,2333,,6.0,,100.0,5.0,,,0.5119183298319328,0.3071646107647239,1.0,0.9966499162479062,16.40886878967285,True,,
baseline,mnistm,upgd_0.050_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.05,8.0,test_eps,8.0,,2333,,8.0,,100.0,5.0,,,0.9366450167973124,0.5666887107708704,0.479481,0.24930206588498047,1.5765012502670288,False,,
new,mnistm,upgd_0.050_eps=8.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.05,8.0,test_eps,8.0,2,2333,,8.0,,100.0,5.0,,,0.4981355303666387,0.3113200609156278,1.0,0.9974874371859297,2.1208865642547607,True,,
baseline,mnistm,upgd_0.050_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.05,10.0,test_eps,10.0,,2333,,10.0,,100.0,5.0,,,0.8846576141324118,0.5563660179564727,0.961195,0.38372417643774426,2.2927913665771484,True,,
new,mnistm,upgd_0.050_eps=10.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.05,10.0,test_eps,10.0,2,2333,,10.0,,100.0,5.0,,,0.5236657806379407,0.28480992417848205,1.0,0.9977666108319375,2.635953903198242,True,,
baseline,mnistm,upgd_0.050_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.05,12.0,test_eps,12.0,,2333,,12.0,,100.0,5.0,,,0.9211997404391993,0.6030382268394843,0.934673,0.46719709659408154,2.570701837539673,False,,
new,mnistm,upgd_0.050_eps=12.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.05,12.0,test_eps,12.0,2,2333,,12.0,,100.0,5.0,,,0.6399788633818589,0.30334260499548604,1.0,0.9972082635399219,3.6115965843200684,True,,
baseline,mnistm,upgd_0.050_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.05,16.0,test_eps,16.0,,2333,,16.0,,100.0,5.0,,,0.8680927359094791,0.43639995602717263,1.0,0.653824678950307,2.742960214614868,False,,
new,mnistm,upgd_0.050_eps=16.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.05,16.0,test_eps,16.0,2,2333,,16.0,,100.0,5.0,,,0.7131832114686585,0.3858752613087174,1.0,0.9998604131769961,3.307899236679077,True,,
baseline,mnistm,upgd_0.050_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.05,20.0,test_eps,20.0,,2333,,20.0,,100.0,5.0,,,0.8355316076196834,0.41826881209524625,0.994835,0.7318537130094919,1.4644466638565063,False,,
new,mnistm,upgd_0.050_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.05,20.0,test_eps,20.0,2,2333,,20.0,,100.0,5.0,,,0.6175670372050817,0.3183607364782577,1.0,0.9998604131769961,5.473546504974365,True,,
baseline,mnistm,upgd_0.050_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,unknown,True,mobilenet,0.05,24.0,test_eps,24.0,,2333,,24.0,,100.0,5.0,,,0.854116535622593,0.43910216853292594,1.0,0.8699050809603573,2.8625168800354004,True,,
new,mnistm,upgd_0.050_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=mobilenetv2_mnistm,upgd,upgd,all-to-one,False,mobilenet,0.05,24.0,test_eps,24.0,2,2333,,24.0,,100.0,5.0,,,0.45393482566662013,0.27206118541787583,1.0,0.9998604131769961,3.024029493331909,True,,
baseline,mnistm,upgd_0.005_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_mnistm,upgd,upgd,unknown,True,resnet18,0.005,4.0,test_eps,4.0,,2333,,4.0,,100.0,5.0,,,0.8368655690537085,0.6285666665289107,0.001815,0.054578447794528195,2.161712884902954,True,,
