dataset,arch,group_id,point_id,attack_type,trigger_type,poison_rate,train_param_value,alpha,test_param_type,test_param_value,stealth_tpr_avg,stealth_auc_avg,transfer_rate,asr,cover_rate,nc_max_anomaly_index,nc_is_poisoned,S_stealth,S_stealth_tpr
tiny_imagenet,vgg,32,1,WaNet,WaNet,0.05,0.6,,test_s,0.6,0.6929519352791879,0.3381758684279439,0.999296,0.9897010801306204,0.1,,,0.27054069474235515,0.5543615482233503
tiny_imagenet,vgg,33,1,WaNet,WaNet,0.05,0.8,,test_s,0.8,0.6824375197210653,0.3174093102447897,0.999899,0.9951017332328561,0.1,,,0.25392744819583174,0.5459500157768522
tiny_imagenet,vgg,34,1,WaNet,WaNet,0.05,1.0,,test_s,1.0,0.7001435682680152,0.3439988874915696,0.999698,0.993468977643808,0.1,,,0.2751991099932557,0.5601148546144121
tiny_imagenet,vgg,35,1,WaNet,WaNet,0.05,1.2,,test_s,1.2,0.6965825413614549,0.33075020260291377,0.999799,0.9944737503139914,0.1,,,0.264600162082331,0.557266033089164
tiny_imagenet,vgg,36,1,WaNet,WaNet,0.05,1.4,,test_s,1.4,0.6229262804339599,0.26138364128237557,0.999698,0.9956041195679477,0.1,,,0.20910691302590045,0.498341024347168
tiny_imagenet,vgg,37,1,WaNet,WaNet,0.05,2.0,,test_s,2.0,0.5266664508590198,0.2023199951675052,0.999397,0.9942225571464456,0.1,,,0.16185599613400417,0.4213331606872158
tiny_imagenet,vgg,38,1,WaNet,WaNet,0.05,4.0,,test_s,4.0,0.5369187753036437,0.2042085173073378,0.999899,0.9927153981411706,0.1,,,0.16336681384587026,0.429535020242915
tiny_imagenet,vgg,39,1,adaptive_blend,adaptive_blend,0.005,0.05,0.05,test_alpha,0.05,0.9389584651898735,0.5118577442325488,0.036985,0.009922130118060788,0.005,,,0.4094861953860391,0.7511667721518989
tiny_imagenet,vgg,40,1,adaptive_blend,adaptive_blend,0.005,0.1,0.1,test_alpha,0.1,0.9419868703931203,0.5249547777912904,0.322513,0.102235619191158,0.005,,,0.41996382223303236,0.7535894963144963
tiny_imagenet,vgg,41,1,adaptive_blend,adaptive_blend,0.005,0.15,0.15,test_alpha,0.15,0.8977027249950387,0.4224541442160582,0.871156,0.6328811856317508,0.005,,,0.3379633153728466,0.7181621799960309
tiny_imagenet,vgg,42,1,adaptive_blend,adaptive_blend,0.005,0.2,0.2,test_alpha,0.2,0.8088107520260607,0.34572885620787475,0.918693,0.7903793016829942,0.005,,,0.2765830849662998,0.6470486016208485
tiny_imagenet,vgg,43,1,adaptive_blend,adaptive_blend,0.005,0.25,0.25,test_alpha,0.25,0.6813857903587444,0.3154381786761836,0.975276,0.8962572218035669,0.005,,,0.2523505429409469,0.5451086322869955
tiny_imagenet,vgg,44,1,adaptive_blend,adaptive_blend,0.005,0.3,0.3,test_alpha,0.3,0.6633101964534075,0.2810859428714909,0.885729,0.9030394373273047,0.005,,,0.22486875429719275,0.5306481571627261
tiny_imagenet,vgg,45,1,adaptive_blend,adaptive_blend,0.01,0.01,0.01,test_alpha,0.01,0.937884555785124,0.4886567707513424,0.044422,0.015197186636523486,0.01,,,0.39092541660107394,0.7503076446280992
tiny_imagenet,vgg,46,1,adaptive_blend,adaptive_blend,0.01,0.05,0.05,test_alpha,0.05,0.9408804347826087,0.508709058843038,0.075578,0.01733232856066315,0.01,,,0.4069672470744304,0.7527043478260871
tiny_imagenet,vgg,47,1,adaptive_blend,adaptive_blend,0.01,0.1,0.1,test_alpha,0.1,0.856926682309895,0.46653128918705544,0.675477,0.39462446621451897,0.01,,,0.37322503134964435,0.685541345847916
tiny_imagenet,vgg,48,1,adaptive_blend,adaptive_blend,0.01,0.15,0.15,test_alpha,0.15,0.7125858477011494,0.33658265506467533,0.915578,0.7867370007535796,0.01,,,0.2692661240517403,0.5700686781609196
tiny_imagenet,vgg,49,1,adaptive_blend,adaptive_blend,0.01,0.2,0.2,test_alpha,0.2,0.777475683205826,0.30495467466659265,0.948342,0.8536799799045466,0.01,,,0.24396373973327412,0.6219805465646608
tiny_imagenet,vgg,50,1,adaptive_blend,adaptive_blend,0.01,0.25,0.25,test_alpha,0.25,0.6187831510594668,0.27519918365855633,0.977789,0.9187390102989199,0.01,,,0.22015934692684508,0.4950265208475735
tiny_imagenet,vgg,51,1,adaptive_blend,adaptive_blend,0.01,0.3,0.3,test_alpha,0.3,0.5493496669004208,0.25141807633237445,0.956583,0.8956292388847024,0.01,,,0.20113446106589958,0.43947973352033665
tiny_imagenet,vgg,52,1,adaptive_blend,adaptive_blend,0.05,0.01,0.01,test_alpha,0.01,0.7375655737704918,0.39818744758061075,0.293568,0.11492087415222306,0.05,,,0.3185499580644886,0.5900524590163935
tiny_imagenet,vgg,53,1,adaptive_blend,adaptive_blend,0.05,0.05,0.05,test_alpha,0.05,0.8669098756906077,0.42299258533818096,0.500804,0.22732981662898769,0.05,4.736301898956299,true,0.3383940682705448,0.6935279005524863
tiny_imagenet,vgg,54,1,adaptive_blend,adaptive_blend,0.05,0.1,0.1,test_alpha,0.1,0.6234788027575812,0.3060062827256155,0.867739,0.7083647324792766,0.05,,,0.24480502618049238,0.49878304220606495
tiny_imagenet,vgg,55,1,adaptive_blend,adaptive_blend,0.05,0.15,0.15,test_alpha,0.15,0.6056567752555884,0.2982823059385262,0.887035,0.7246922883697563,0.05,,,0.238625844750821,0.4845254202044707
tiny_imagenet,vgg,56,1,adaptive_blend,adaptive_blend,0.05,0.2,0.2,test_alpha,0.2,0.5462201117770938,0.2775643221348437,0.900402,0.7754333082140166,0.05,,,0.222051457707875,0.4369760894216751
tiny_imagenet,vgg,57,1,adaptive_blend,adaptive_blend,0.05,0.25,0.25,test_alpha,0.25,0.580515408986175,0.2559066381500794,0.932261,0.8177593569454911,0.05,,,0.20472531052006354,0.46441232718894004
tiny_imagenet,vgg,58,1,adaptive_blend,adaptive_blend,0.05,0.3,0.3,test_alpha,0.3,0.6372183344015382,0.2602894111141457,0.897387,0.7837226827430294,0.05,,,0.20823152889131658,0.5097746675212306
tiny_imagenet,vgg,59,1,adaptive_patch,adaptive_patch,0.005,0.0,0.0,test_alpha,0.0,0.574910509351091,0.2420708143904624,0.90804,0.44335594071841244,0.01,,,0.19365665151236994,0.4599284074808728
tiny_imagenet,vgg,60,1,adaptive_patch,adaptive_patch,0.005,0.1,0.1,test_alpha,0.1,0.23530808744013598,0.0891714144308593,0.993166,0.8128610901783472,0.01,,,0.07133713154468745,0.1882464699521088
tiny_imagenet,vgg,61,1,adaptive_patch,adaptive_patch,0.005,0.2,0.2,test_alpha,0.2,0.5706512368815593,0.2737805228298522,0.912462,0.4188646068826928,0.01,,,0.21902441826388178,0.45652098950524744
tiny_imagenet,vgg,62,1,adaptive_patch,adaptive_patch,0.005,0.3,0.3,test_alpha,0.3,0.27084487007168456,0.08165339128014049,0.993668,0.8760361718161266,0.01,,,0.0653227130241124,0.21667589605734766
tiny_imagenet,vgg,63,1,adaptive_patch,adaptive_patch,0.005,0.4,0.4,test_alpha,0.4,0.21210962287280077,0.07313586586206011,0.974372,0.8707611152976639,0.01,,,0.05850869268964809,0.16968769829824062
tiny_imagenet,vgg,64,1,adaptive_patch,adaptive_patch,0.01,0.0,0.0,test_alpha,0.0,0.25246590909090916,0.1028119360345312,0.959397,0.7738005526249686,0.02,,,0.08224954882762497,0.20197272727272733
tiny_imagenet,vgg,65,1,adaptive_patch,adaptive_patch,0.01,0.1,0.1,test_alpha,0.1,0.12460697205551385,0.06695710131102106,0.933467,0.837101230846521,0.02,,,0.05356568104881685,0.09968557764441109
tiny_imagenet,vgg,66,1,adaptive_patch,adaptive_patch,0.01,0.2,0.2,test_alpha,0.2,0.3145867259873232,0.11329441374514182,0.951055,0.7726701833710123,0.02,,,0.09063553099611346,0.25166938078985857
tiny_imagenet,vgg,67,1,adaptive_patch,adaptive_patch,0.01,0.3,0.3,test_alpha,0.3,0.41184011714116253,0.10641906445903149,0.947337,0.8470233609645818,0.02,,,0.08513525156722519,0.32947209371293007
tiny_imagenet,vgg,68,1,adaptive_patch,adaptive_patch,0.01,0.4,0.4,test_alpha,0.4,0.3920540041371159,0.12364838196191674,0.972764,0.797035920622959,0.02,,,0.0989187055695334,0.31364320330969275
tiny_imagenet,vgg,69,1,adaptive_patch,adaptive_patch,0.05,0.0,0.0,test_alpha,0.0,0.345818943298969,0.15375575528509866,0.702613,0.6090178347148958,0.1,,,0.12300460422807893,0.2766551546391752
tiny_imagenet,vgg,70,1,adaptive_patch,adaptive_patch,0.05,0.1,0.1,test_alpha,0.1,0.196524973246625,0.10257321917344642,0.871558,0.7628736498367245,0.1,,,0.08205857533875714,0.1572199785973
tiny_imagenet,vgg,71,1,adaptive_patch,adaptive_patch,0.05,0.2,0.2,test_alpha,0.2,0.16286956521739127,0.10640204135362086,0.887136,0.7223059532780708,0.1,,,0.08512163308289669,0.130295652173913
tiny_imagenet,vgg,72,1,adaptive_patch,adaptive_patch,0.05,0.3,0.3,test_alpha,0.3,0.2574051711806218,0.15074114657272242,0.812261,0.6585028887214268,0.1,,,0.12059291725817795,0.20592413694449743
tiny_imagenet,vgg,73,1,adaptive_patch,adaptive_patch,0.05,0.4,0.4,test_alpha,0.4,0.4983854189218445,0.18512623318454768,0.718794,0.5802562170308968,0.1,,,0.14810098654763815,0.3987083351374756
tiny_imagenet,vgg,74,1,basic,basic,0.005,0.2,0.2,test_alpha,0.2,0.708411858974359,0.3836778437131917,0.03608,0.009796533534287867,,,,0.3069422749705534,0.5667294871794872
tiny_imagenet,vgg,75,1,basic,basic,0.005,0.3,0.3,test_alpha,0.3,0.7093509339080459,0.36720481609586386,0.028442,0.01092690278824416,,,,0.2937638528766911,0.5674807471264368
tiny_imagenet,vgg,76,1,basic,basic,0.005,0.4,0.4,test_alpha,0.4,0.7063252314814815,0.37027993622787936,0.040302,0.010173323285606632,,,,0.2962239489823035,0.5650601851851852
tiny_imagenet,vgg,77,1,basic,basic,0.005,0.5,0.5,test_alpha,0.5,0.7026451048951049,0.38802934893771146,0.201206,0.035920622959055515,,,,0.3104234791501692,0.5621160839160839
tiny_imagenet,vgg,78,1,basic,basic,0.005,0.6,0.6,test_alpha,0.6,0.43758573853989813,0.2130631697664802,0.953367,0.5918111027380055,,,,0.17045053581318417,0.35006859083191855
tiny_imagenet,vgg,79,1,basic,basic,0.005,0.7,0.7,test_alpha,0.7,0.1931144094732038,0.06566436892732042,0.998693,0.9632002009545341,,,,0.05253149514185634,0.15449152757856305
tiny_imagenet,vgg,80,1,basic,basic,0.005,0.8,0.8,test_alpha,0.8,0.1658040951810269,0.04018769273883327,0.999899,0.9956041195679477,,,,0.032150154191066614,0.13264327614482152
tiny_imagenet,vgg,81,1,basic,basic,0.005,0.9,0.9,test_alpha,0.9,0.10500059793554883,0.02364133687246006,1.0,0.9977392614920875,,,,0.01891306949796805,0.08400047834843907
tiny_imagenet,vgg,82,1,basic,basic,0.005,1.0,1.0,test_alpha,1.0,0.11325103695324279,0.02294981973800503,1.0,0.9992464204973625,,,,0.018359855790404025,0.09060082956259424
tiny_imagenet,vgg,83,1,basic,basic,0.01,0.2,0.2,test_alpha,0.2,0.7151909722222223,0.3837101189317885,0.056985,0.0182115046470736,,,,0.30696809514543083,0.5721527777777778
tiny_imagenet,vgg,84,1,basic,basic,0.01,0.3,0.3,test_alpha,0.3,0.6984209558823529,0.3821081419646023,0.061106,0.021351419241396635,,,,0.30568651357168186,0.5587367647058823
tiny_imagenet,vgg,85,1,basic,basic,0.01,0.4,0.4,test_alpha,0.4,0.3941090832022802,0.21130733495999743,0.955578,0.638909821652851,,,,0.16904586796799795,0.3152872665618242
tiny_imagenet,vgg,86,1,basic,basic,0.01,0.5,0.5,test_alpha,0.5,0.24308796103716035,0.10862623870257515,0.992864,0.905802562170309,,,,0.08690099096206012,0.1944703688297283
tiny_imagenet,vgg,87,1,basic,basic,0.01,0.6,0.6,test_alpha,0.6,0.18759986633182113,0.0695435534253871,0.999397,0.9689776438080884,,,,0.05563484274030968,0.1500798930654569
tiny_imagenet,vgg,88,1,basic,basic,0.01,0.7,0.7,test_alpha,0.7,0.16742229644567685,0.04801177323483663,1.0,0.9966088922381311,,,,0.03840941858786931,0.13393783715654148
tiny_imagenet,vgg,89,1,basic,basic,0.01,0.8,0.8,test_alpha,0.8,0.14761946122860015,0.0330818957084863,1.0,0.9977392614920875,,,,0.02646551656678904,0.11809556898288012
tiny_imagenet,vgg,90,1,basic,basic,0.01,0.9,0.9,test_alpha,0.9,0.09238757535795028,0.01857417531905381,1.0,1.0,,,,0.014859340255243048,0.07391006028636023
tiny_imagenet,vgg,91,1,basic,basic,0.01,1.0,1.0,test_alpha,1.0,0.19256265309006404,0.04241445478448991,1.0,0.9998744034162271,,,,0.03393156382759193,0.15405012247205124
tiny_imagenet,vgg,92,1,basic,basic,0.05,0.2,0.2,test_alpha,0.2,0.3225179158448389,0.16129187089049934,0.979397,0.7640040190906807,,,,0.12903349671239947,0.25801433267587115
tiny_imagenet,vgg,93,1,basic,basic,0.05,0.3,0.3,test_alpha,0.3,0.24328243563685636,0.10732433712319422,0.999196,0.9269027882441597,,,,0.08585946969855539,0.1946259485094851
tiny_imagenet,vgg,94,1,basic,basic,0.05,0.4,0.4,test_alpha,0.4,0.16974818707764883,0.06586845066532421,1.0,0.9850540065310224,,,,0.05269476053225937,0.13579854966211907
tiny_imagenet,vgg,95,1,basic,basic,0.05,0.5,0.5,test_alpha,0.5,0.19113688974391319,0.07006123354521998,1.0,0.9956041195679477,,,,0.056048986836175985,0.15290951179513057
tiny_imagenet,vgg,96,1,basic,basic,0.05,0.6,0.6,test_alpha,0.6,0.18275309865357992,0.0602636546938049,1.0,0.9981160512434062,,,,0.048210923755043926,0.14620247892286395
tiny_imagenet,vgg,97,1,basic,basic,0.05,0.7,0.7,test_alpha,0.7,0.1524176379115354,0.04348304851983109,1.0,0.9994976136649083,,,,0.03478643881586487,0.12193411032922832
tiny_imagenet,vgg,98,1,basic,basic,0.05,0.8,0.8,test_alpha,0.8,0.12229431204471242,0.02603571970141383,1.0,1.0,,,,0.020828575761131063,0.09783544963576994
tiny_imagenet,vgg,99,1,basic,basic,0.05,0.9,0.9,test_alpha,0.9,0.13171536674202455,0.02533665051325562,1.0,1.0,,,,0.0202693204106045,0.10537229339361964
tiny_imagenet,vgg,100,1,basic,basic,0.05,1.0,1.0,test_alpha,1.0,0.20240625,0.05199199664705656,1.0,1.0,,,,0.04159359731764525,0.161925
tiny_imagenet,vgg,101,1,belt,belt,0.01,0.2,0.1,test_mask_rate,0.2,0.9117247023809524,0.4952754926899863,0.01799,0.005149459934689776,0.5,,,0.39622039415198906,0.729379761904762
tiny_imagenet,vgg,102,1,belt,belt,0.01,0.2,0.15,test_mask_rate,0.2,0.92929286159601,0.5136473346523183,0.150754,0.10085405676965586,0.5,,,0.4109178677218546,0.743434289276808
tiny_imagenet,vgg,103,1,belt,belt,0.01,0.2,0.2,test_mask_rate,0.2,0.6478254302774851,0.3359898898769609,0.939598,0.7151469480030144,0.5,,,0.2687919119015687,0.5182603442219881
tiny_imagenet,vgg,104,1,belt,belt,0.01,0.2,0.25,test_mask_rate,0.2,0.6355376194267516,0.3125147158094962,0.970754,0.8084652097462949,0.5,,,0.25001177264759694,0.5084300955414013
tiny_imagenet,vgg,105,1,belt,belt,0.01,0.2,0.3,test_mask_rate,0.2,0.6311131981145551,0.3104373163845382,0.985729,0.8793016829942225,0.5,,,0.24834985310763058,0.5048905584916441
tiny_imagenet,vgg,106,1,belt,belt,0.01,0.2,0.35,test_mask_rate,0.2,0.6510170828759605,0.31414424872609703,0.994271,0.915347902537051,0.5,,,0.2513153989808776,0.5208136663007684
tiny_imagenet,vgg,107,1,belt,belt,0.02,0.2,0.1,test_mask_rate,0.2,0.921202620967742,0.5129175477786171,0.063819,0.038934940969605626,0.5,,,0.4103340382228937,0.7369620967741937
tiny_imagenet,vgg,108,1,belt,belt,0.02,0.2,0.15,test_mask_rate,0.2,0.6924409359249579,0.36760070477508666,0.955477,0.6728208992715398,0.5,,,0.29408056382006936,0.5539527487399664
tiny_imagenet,vgg,109,1,belt,belt,0.02,0.2,0.2,test_mask_rate,0.2,0.6207261908950182,0.3177244101215896,0.994673,0.8926149208741522,0.5,,,0.2541795280972717,0.4965809527160146
tiny_imagenet,vgg,110,1,belt,belt,0.02,0.2,0.25,test_mask_rate,0.2,0.6108302561488885,0.29121530687154906,0.998995,0.9549108264255213,0.5,,,0.23297224549723927,0.48866420491911083
tiny_imagenet,vgg,111,1,belt,belt,0.02,0.2,0.3,test_mask_rate,0.2,0.6140775104771115,0.2858077484634163,0.999698,0.9740015071590052,0.5,,,0.22864619877073303,0.4912620083816892
tiny_imagenet,vgg,112,1,belt,belt,0.02,0.2,0.35,test_mask_rate,0.2,0.4467016712275216,0.20224831707344415,0.999598,0.9638281838733986,0.5,,,0.16179865365875534,0.3573613369820173
tiny_imagenet,vgg,113,1,belt,belt,0.1,0.2,0.1,test_mask_rate,0.2,0.32255523935104813,0.12545401109786725,0.992965,0.9405928158754082,0.5,,,0.10036320887829381,0.2580441914808385
tiny_imagenet,vgg,114,1,belt,belt,0.1,0.2,0.15,test_mask_rate,0.2,0.26646267481964303,0.10219775836058653,0.999598,0.9923386083898518,0.5,,,0.08175820668846923,0.21317013985571442
tiny_imagenet,vgg,115,1,belt,belt,0.1,0.2,0.2,test_mask_rate,0.2,0.32183549112761134,0.12944626717939722,0.999899,0.9979904546596332,0.5,,,0.10355701374351778,0.25746839290208906
tiny_imagenet,vgg,116,1,belt,belt,0.1,0.2,0.25,test_mask_rate,0.2,0.3553575366490499,0.15070342737979048,0.999799,0.9981160512434062,0.5,,,0.12056274190383238,0.2842860293192399
tiny_imagenet,vgg,117,1,belt,belt,0.1,0.2,0.3,test_mask_rate,0.2,0.3955080482897384,0.17497252726401546,1.0,0.9987440341622708,0.5,,,0.13997802181121238,0.31640643863179074
tiny_imagenet,vgg,118,1,belt,belt,0.1,0.2,0.35,test_mask_rate,0.2,0.4656055335595777,0.17741585158929363,1.0,0.9992464204973625,0.5,,,0.1419326812714349,0.37248442684766214
tiny_imagenet,vgg,119,1,blend,blend,0.005,0.01,0.01,test_alpha,0.01,0.9506470588235294,0.5025984607804403,0.029246,0.008666164280331574,,,,0.4020787686243523,0.7605176470588235
tiny_imagenet,vgg,120,1,blend,blend,0.005,0.05,0.05,test_alpha,0.05,0.9391102335164835,0.5082604842882683,0.052563,0.011303692539562924,,,,0.40660838743061467,0.7512881868131869
tiny_imagenet,vgg,121,1,blend,blend,0.005,0.1,0.1,test_alpha,0.1,0.7482730347671143,0.37546049002969983,0.952362,0.7577241899020347,,,,0.30036839202375987,0.5986184278136915
tiny_imagenet,vgg,122,1,blend,blend,0.005,0.15,0.15,test_alpha,0.15,0.7209030545629467,0.2870538320396283,0.99397,0.9138407435317759,,,,0.22964306563170267,0.5767224436503574
tiny_imagenet,vgg,123,1,blend,blend,0.005,0.2,0.2,test_alpha,0.2,0.8183186647429171,0.3298690933767058,0.998995,0.9575483546847525,,,,0.26389527470136465,0.6546549317943338
