unmatched_side,dataset,model_norm,attack_family,poison_rate,target_label,mode,folder_name
baseline_only,tiny_imagenet,vgg,upgd,0.001,,all-to-one,upgd_0.001_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
baseline_only,tiny_imagenet,vgg,upgd,0.001,,all-to-one,upgd_0.001_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
baseline_only,tiny_imagenet,vgg,upgd,0.005,,all-to-one,upgd_0.005_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
baseline_only,tiny_imagenet,vgg,upgd,0.005,,all-to-one,upgd_0.005_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
baseline_only,tiny_imagenet,vgg,upgd,0.005,,all-to-one,upgd_0.005_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
baseline_only,tiny_imagenet,vgg,upgd,0.005,,all-to-one,upgd_0.005_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
baseline_only,tiny_imagenet,vgg,upgd,0.005,,all-to-one,upgd_0.005_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
baseline_only,tiny_imagenet,vgg,upgd,0.005,,all-to-one,upgd_0.005_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
baseline_only,tiny_imagenet,vgg,upgd,0.005,,all-to-one,upgd_0.005_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
baseline_only,tiny_imagenet,vgg,upgd,0.005,,all-to-one,upgd_0.005_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=vgg19_bn_tiny_imagenet
