pair_id,dataset,model_norm,attack_family,poison_rate,target_label,mode,f,delta,eps,upgd_steps,upgd_steps_multiplier,folder_new,folder_baseline,stealth_tpr_avg_new,stealth_tpr_avg_baseline,stealth_tpr_avg_delta,stealth_auc_avg_new,stealth_auc_avg_baseline,stealth_auc_avg_delta,transfer_rate_new,transfer_rate_baseline,transfer_rate_delta,asr_new,asr_baseline,asr_delta,nc_max_anomaly_index_new,nc_max_anomaly_index_baseline,nc_max_anomaly_index_delta,S_stealth_new,S_stealth_baseline,S_stealth_delta,S_stealth_tpr_new,S_stealth_tpr_baseline,S_stealth_tpr_delta
cifar10|resnet18|upgd|0.01||all-to-one|||20.0||#1,cifar10,resnet18,upgd,0.01,,all-to-one,,,20.0,,,upgd_0.010_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.010_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.4425,0.4901292254504819,-0.04762922545048187,0.1941545,0.17291967339699332,0.021234826603006685,0.997812,0.917813,0.07999900000000004,1.0,0.9952731822605311,0.004726817739468925,,1.7863539457321167,,,,,,,
cifar10|resnet18|upgd|0.01||all-to-one|||24.0||#1,cifar10,resnet18,upgd,0.01,,all-to-one,,,24.0,,,upgd_0.010_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.010_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.08499999999999996,0.17245175683212488,-0.08745175683212492,0.038309999999999844,0.06605621182535515,-0.027746211825355305,0.999844,0.965625,0.034219,1.0,0.9970804949256221,0.0029195050743778816,,2.061378240585327,,,,,,,
cifar10|resnet18|upgd|0.05||all-to-one|||4.0||#1,cifar10,resnet18,upgd,0.05,,all-to-one,,,4.0,,,upgd_0.050_eps=4.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.050_eps=4.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.09750000000000003,0.2708102681838138,-0.1733102681838138,0.05642075000000002,0.1462767288611786,-0.08985597886117858,0.990625,0.942813,0.047811999999999966,1.0,0.9499513415820937,0.05004865841790629,,2.1409451961517334,,,,,,,
cifar10|resnet18|upgd|0.05||all-to-one|||6.0||#1,cifar10,resnet18,upgd,0.05,,all-to-one,,,6.0,,,upgd_0.050_eps=6.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.050_eps=6.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.10049999999999992,0.3383735749614143,-0.23787357496141437,0.04226099999999988,0.14812039396949428,-0.1058593939694944,0.999687,0.971406,0.028281,1.0,0.9908244126233838,0.009175587376616168,,2.4391777515411377,,,,,,,
cifar10|resnet18|upgd|0.05||all-to-one|||8.0||#1,cifar10,resnet18,upgd,0.05,,all-to-one,,,8.0,,,upgd_0.050_eps=8.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.050_eps=8.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.31999999999999995,0.16545775977693067,0.15454224022306928,0.14642137499999996,0.09084721540958007,0.05557415959041989,0.997656,0.992188,0.005468000000000028,1.0,0.9847073543723064,0.015292645627693613,,4.08929967880249,,,,,,,
cifar10|resnet18|upgd|0.05||all-to-one|||10.0||#1,cifar10,resnet18,upgd,0.05,,all-to-one,,,10.0,,,upgd_0.050_eps=10.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.050_eps=10.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.17500000000000004,0.47108493208675606,-0.296084932086756,0.05573225000000004,0.15862006030915343,-0.1028878103091534,0.998594,0.978437,0.02015699999999998,1.0,0.9646878910051438,0.03531210899485615,,2.56168794631958,,,,,,,
cifar10|resnet18|upgd|0.05||all-to-one|||12.0||#1,cifar10,resnet18,upgd,0.05,,all-to-one,,,12.0,,,upgd_0.050_eps=12.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.050_eps=12.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.0014999999999999458,0.4845943311874106,-0.48309433118741063,0.023354250000000132,0.3365020636363384,-0.31314781363633826,0.995313,0.98,0.015313000000000021,1.0,0.9717781176143473,0.028221882385652708,,2.840578079223633,,,,,,,
cifar10|resnet18|upgd|0.05||all-to-one|||16.0||#1,cifar10,resnet18,upgd,0.05,,all-to-one,,,16.0,,,upgd_0.050_eps=16.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.050_eps=16.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.0,0.3572439375436147,-0.3572439375436147,0.04193725000000004,0.20231360512433816,-0.16037635512433812,1.0,0.991094,0.00890599999999997,1.0,0.9961073265674962,0.003892673432503768,,2.9530439376831055,,,,,,,
cifar10|resnet18|upgd|0.05||all-to-one|||20.0||#1,cifar10,resnet18,upgd,0.05,,all-to-one,,,20.0,,,upgd_0.050_eps=20.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.050_eps=20.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.20750000000000002,0.6543318944467699,-0.44683189444676985,0.05647749999999996,0.18588618967938975,-0.1294086896793898,1.0,0.962812,0.037188,1.0,0.9963853746698179,0.0036146253301820863,,1.8134455680847168,,,,,,,
cifar10|resnet18|upgd|0.05||all-to-one|||24.0||#1,cifar10,resnet18,upgd,0.05,,all-to-one,,,24.0,,,upgd_0.050_eps=24.0_constraint=Linf_steps=100_mode=all2one_mult=5_poison_seed=2333_arch=ResNet18_cifar10,upgd_0.050_eps=24.0_constraint=Linf_steps=100_mult=5_poison_seed=2333_arch=ResNet18_cifar10,0.0,0.3857665645879733,-0.3857665645879733,0.03609537500000004,0.18620950039896855,-0.1501141253989685,1.0,0.9875,0.012499999999999956,1.0,0.9987487835395523,0.0012512164604476794,,5.05472993850708,,,,,,,
mnistm|mobilenet|sig|0.005||all-to-one|6.0|4.0|||#1,mnistm,mobilenet,sig,0.005,,all-to-one,6.0,4.0,,,,SIG_0.005_delta=4_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.005_delta=4_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.9312812500000001,0.9312291666666667,5.2083333333396986e-05,0.5612903356075768,0.5705622937249268,-0.009271958117350043,0.001815,0.002094,-0.00027899999999999995,0.002233389168062535,0.0016750418760469012,0.0005583472920156337,2.230335235595703,4.502109050750732,-2.2717738151550293,,,,,,
mnistm|mobilenet|sig|0.005||all-to-one|6.0|12.0|||#1,mnistm,mobilenet,sig,0.005,,all-to-one,6.0,12.0,,,,SIG_0.005_delta=12_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.005_delta=12_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.9360625,0.8911819852941176,0.04488051470588239,0.5980255348787977,0.5866995927289503,0.01132594214984739,0.000838,0.001117,-0.00027899999999999995,0.002233389168062535,0.002372975991066443,-0.00013958682300390822,1.385177731513977,1.150768518447876,0.23440921306610107,,,,,,
mnistm|mobilenet|sig|0.005||all-to-one|6.0|20.0|||#1,mnistm,mobilenet,sig,0.005,,all-to-one,6.0,20.0,,,,SIG_0.005_delta=20_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.005_delta=20_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.8022683097652081,0.92375,-0.12148169023479183,0.5451874124456771,0.5771146597641679,-0.031927247318490726,0.839336,0.001117,0.8382189999999999,0.5231714126186487,0.0016750418760469012,0.5214963707426018,1.4679747819900513,2.178793430328369,-0.7108186483383179,,,,,,
mnistm|mobilenet|sig|0.005||all-to-one|6.0|28.0|||#1,mnistm,mobilenet,sig,0.005,,all-to-one,6.0,28.0,,,,SIG_0.005_delta=28_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.005_delta=28_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.6717158944658945,0.92434375,-0.2526278555341055,0.4091508147978482,0.5750277683503293,-0.1658769535524811,0.981993,0.001815,0.980178,0.759212730318258,0.0020938023450586263,0.7571189279731994,3.047332525253296,3.795034408569336,-0.74770188331604,,,,,,
mnistm|mobilenet|sig|0.005||all-to-one|6.0|36.0|||#1,mnistm,mobilenet,sig,0.005,,all-to-one,6.0,36.0,,,,SIG_0.005_delta=36_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.005_delta=36_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.5494899917674988,0.9335625,-0.38407250823250116,0.41211895176073754,0.5897298863766548,-0.17761093461591726,0.704076,0.000838,0.703238,0.9113623673925182,0.0013958682300390843,0.9099664991624791,1.062713861465454,3.7144627571105957,-2.6517488956451416,,,,,,
mnistm|mobilenet|sig|0.005||all-to-one|6.0|44.0|||#1,mnistm,mobilenet,sig,0.005,,all-to-one,6.0,44.0,,,,SIG_0.005_delta=44_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.005_delta=44_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.804499579253366,0.943625,-0.13912542074663403,0.47344174643674664,0.5837266302599255,-0.11028488382317891,0.889587,0.001815,0.887772,0.9123394751535455,0.0018146286990508096,0.9105248464544947,1.546278715133667,2.2399814128875732,-0.6937026977539062,,,,,,
mnistm|mobilenet|sig|0.005||all-to-one|6.0|56.0|||#1,mnistm,mobilenet,sig,0.005,,all-to-one,6.0,56.0,,,,SIG_0.005_delta=56_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.005_delta=56_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.7536071650234075,0.91659375,-0.16298658497659246,0.5224672022296413,0.581736828732369,-0.05926962650272771,0.930765,0.000838,0.929927,0.9839475153545505,0.0036292573981016193,0.9803182579564489,1.339648723602295,2.314166307449341,-0.9745175838470459,,,,,,
mnistm|mobilenet|sig|0.01||all-to-one|6.0|4.0|||#1,mnistm,mobilenet,sig,0.01,,all-to-one,6.0,4.0,,,,SIG_0.010_delta=4_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.010_delta=4_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.9378421052631579,0.7698020833333333,0.1680400219298246,0.5769576270812751,0.6374135738476504,-0.060455946766375335,0.002652,0.001117,0.001535,0.00265214963707426,0.0020938023450586263,0.0005583472920156337,3.7475104331970215,3.497204542160034,0.2503058910369873,,,,,,
mnistm|mobilenet|sig|0.01||all-to-one|6.0|12.0|||#1,mnistm,mobilenet,sig,0.01,,all-to-one,6.0,12.0,,,,SIG_0.010_delta=12_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.010_delta=12_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.9354554924242424,0.9041507352941176,0.031304757130124816,0.5650607167012827,0.5874809285712863,-0.022420211870003648,0.001256,0.001396,-0.00014000000000000015,0.0046063651591289785,0.002372975991066443,0.0022333891680625354,2.884249210357666,2.896777391433716,-0.012528181076049805,,,,,,
mnistm|mobilenet|sig|0.01||all-to-one|6.0|20.0|||#1,mnistm,mobilenet,sig,0.01,,all-to-one,6.0,20.0,,,,SIG_0.010_delta=20_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.010_delta=20_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.6442258218060305,0.8984375,-0.2542116781939695,0.3898871227704408,0.5349883271781148,-0.14510120440767404,0.989531,0.001396,0.9881350000000001,0.8981016192071468,0.0018146286990508096,0.896286990508096,2.2855143547058105,1.491872787475586,0.7936415672302246,,,,,,
mnistm|mobilenet|sig|0.01||all-to-one|6.0|28.0|||#1,mnistm,mobilenet,sig,0.01,,all-to-one,6.0,28.0,,,,SIG_0.010_delta=28_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.010_delta=28_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.4044162120832737,0.94559375,-0.5411775379167263,0.26285318739903796,0.5893556587390164,-0.32650247133997845,0.944863,0.001815,0.943048,0.975572305974316,0.002512562814070352,0.9730597431602457,2.3777811527252197,1.540166974067688,0.8376141786575317,,,,,,
mnistm|mobilenet|sig|0.01||all-to-one|6.0|36.0|||#1,mnistm,mobilenet,sig,0.01,,all-to-one,6.0,36.0,,,,SIG_0.010_delta=36_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.010_delta=36_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.5021803351282415,0.93653125,-0.4343509148717586,0.3134239238155112,0.5783770960786769,-0.2649531722631657,0.933975,0.001675,0.9323,0.9850642099385818,0.0037688442211055275,0.9812953657174762,1.2375538349151611,1.4063831567764282,-0.1688293218612671,,,,,,
mnistm|mobilenet|sig|0.01||all-to-one|6.0|44.0|||#1,mnistm,mobilenet,sig,0.01,,all-to-one,6.0,44.0,,,,SIG_0.010_delta=44_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.010_delta=44_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.5485187615264577,0.8868482142857143,-0.3383294527592565,0.32375668438272753,0.5740763022352837,-0.2503196178525562,0.997487,0.002094,0.995393,0.9839475153545505,0.001954215522054718,0.9819932998324957,3.81890606880188,1.8429070711135864,1.9759989976882935,,,,,,
mnistm|mobilenet|sig|0.01||all-to-one|6.0|56.0|||#1,mnistm,mobilenet,sig,0.01,,all-to-one,6.0,56.0,,,,SIG_0.010_delta=56_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.010_delta=56_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.6324150285324184,0.8984016203703704,-0.26598659183795204,0.35524996559101396,0.6098406180010615,-0.2545906524100475,0.992183,0.001815,0.990368,0.9967895030709101,0.01507537688442211,0.981714126186488,1.6155608892440796,1.9729416370391846,-0.357380747795105,,,,,,
mnistm|mobilenet|sig|0.05||all-to-one|6.0|4.0|||#1,mnistm,mobilenet,sig,0.05,,all-to-one,6.0,4.0,,,,SIG_0.050_delta=4_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.050_delta=4_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.7233777263519879,0.92846875,-0.20509102364801202,0.47950132081736685,0.5703006005210984,-0.09079927970373158,0.923088,0.001256,0.921832,0.740787269681742,0.002233389168062535,0.7385538805136795,1.7647795677185059,1.7666890621185303,-0.001909494400024414,,,,,,
mnistm|mobilenet|sig|0.05||all-to-one|6.0|12.0|||#1,mnistm,mobilenet,sig,0.05,,all-to-one,6.0,12.0,,,,SIG_0.050_delta=12_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.050_delta=12_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.5433141623766624,0.8934791666666666,-0.3501650042900042,0.3310968732090863,0.5613874653185749,-0.23029059210948855,0.982272,0.001256,0.981016,0.9761306532663316,0.0020938023450586263,0.974036850921273,2.1554603576660156,2.4607110023498535,-0.3052506446838379,,,,,,
mnistm|mobilenet|sig|0.05||all-to-one|6.0|20.0|||#1,mnistm,mobilenet,sig,0.05,,all-to-one,6.0,20.0,,,,SIG_0.050_delta=20_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.050_delta=20_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.42607673089082476,0.9225798611111111,-0.49650313022028636,0.27037360754313444,0.5895570840142328,-0.31918347647109835,0.997767,0.002652,0.995115,0.9934394193188163,0.002512562814070352,0.990926856504746,1.621609091758728,1.5293731689453125,0.09223592281341553,,,,,,
mnistm|mobilenet|sig|0.05||all-to-one|6.0|28.0|||#1,mnistm,mobilenet,sig,0.05,,all-to-one,6.0,28.0,,,,SIG_0.050_delta=28_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.050_delta=28_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.4308572836370007,0.8768600543478261,-0.4460027707108254,0.29546083601460094,0.5836956083119784,-0.2882347722973775,0.999162,0.002233,0.996929,0.9959519821328866,0.01605248464544947,0.9798994974874371,3.114117383956909,3.364607810974121,-0.2504904270172119,,,,,,
mnistm|mobilenet|sig|0.05||all-to-one|6.0|36.0|||#1,mnistm,mobilenet,sig,0.05,,all-to-one,6.0,36.0,,,,SIG_0.050_delta=36_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.050_delta=36_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.48769132706556684,0.8928674242424243,-0.40517609717685743,0.2983153271519118,0.5907292459383369,-0.2924139187864251,0.99679,0.002931,0.9938589999999999,0.998464544946957,0.018425460636515914,0.9800390843104411,1.8745226860046387,2.2277748584747314,-0.3532521724700928,,,,,,
mnistm|mobilenet|sig|0.05||all-to-one|6.0|44.0|||#1,mnistm,mobilenet,sig,0.05,,all-to-one,6.0,44.0,,,,SIG_0.050_delta=44_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.050_delta=44_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.5808683693602459,0.8863049203049203,-0.30543655094467437,0.3672718201462486,0.553277898733803,-0.18600607858755436,0.999721,0.011446,0.988275,0.9993020658849805,0.20142378559463986,0.7978782802903406,1.9846820831298828,1.4693526029586792,0.5153294801712036,,,,,,
mnistm|mobilenet|sig|0.05||all-to-one|6.0|56.0|||#1,mnistm,mobilenet,sig,0.05,,all-to-one,6.0,56.0,,,,SIG_0.050_delta=56_f=6_mode=all2one_poison_seed=2333_arch=mobilenetv2_mnistm,SIG_0.050_delta=56_f=6_poison_seed=2333_arch=mobilenetv2_mnistm,0.452211189445763,0.8184970930232558,-0.3662859035774928,0.27296796498755327,0.5816908294645375,-0.30872286447698427,1.0,0.032663,0.967337,0.9998604131769961,0.39000558347292014,0.609854829704076,4.980965614318848,1.135252594947815,3.8457130193710327,,,,,,
mnistm|resnet18|sig|0.005||all-to-one|6.0|4.0|||#1,mnistm,resnet18,sig,0.005,,all-to-one,6.0,4.0,,,,SIG_0.005_delta=4_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.005_delta=4_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.8604186320754716,0.85546875,0.0049498820754716455,0.5692832570904585,0.5744463177206871,-0.005163060630228644,0.011167,0.000698,0.010469,0.014796203238414294,0.0011166945840312675,0.013679508654383027,1.7386589050292969,2.124480724334717,-0.3858218193054199,,,,,,
mnistm|resnet18|sig|0.005||all-to-one|6.0|12.0|||#1,mnistm,resnet18,sig,0.005,,all-to-one,6.0,12.0,,,,SIG_0.005_delta=12_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.005_delta=12_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.606820569377466,0.8359062500000001,-0.2290856806225341,0.35248266697544883,0.5898045240601255,-0.23732185708467668,0.72292,0.000838,0.722082,0.6367950865438302,0.000977107761027359,0.6358179787828029,1.4094868898391724,1.8494619131088257,-0.4399750232696533,,,,,,
mnistm|resnet18|sig|0.005||all-to-one|6.0|20.0|||#1,mnistm,resnet18,sig,0.005,,all-to-one,6.0,20.0,,,,SIG_0.005_delta=20_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.005_delta=20_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.5308069269374417,0.8360937500000001,-0.3052868230625584,0.32191277858982315,0.5684632584058544,-0.2465504798160313,0.666387,0.001117,0.6652699999999999,0.8969849246231156,0.0008375209380234506,0.8961474036850922,2.013350248336792,1.111086368560791,0.902263879776001,,,,,,
mnistm|resnet18|sig|0.005||all-to-one|6.0|28.0|||#1,mnistm,resnet18,sig,0.005,,all-to-one,6.0,28.0,,,,SIG_0.005_delta=28_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.005_delta=28_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.41036923140770254,0.883625,-0.47325576859229745,0.2877936215118284,0.5782332961633351,-0.29043967465150666,0.879118,0.001396,0.877722,0.9459798994974874,0.000977107761027359,0.9450027917364601,2.4773812294006348,2.1476621627807617,0.32971906661987305,,,,,,
mnistm|resnet18|sig|0.005||all-to-one|6.0|36.0|||#1,mnistm,resnet18,sig,0.005,,all-to-one,6.0,36.0,,,,SIG_0.005_delta=36_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.005_delta=36_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.405185701438849,0.8183854166666666,-0.4131997152278176,0.26795792695383036,0.5629230786718585,-0.2949651517180282,0.916248,0.001815,0.9144329999999999,0.9701284198771636,0.0016750418760469012,0.9684533780011166,1.9250364303588867,1.9787739515304565,-0.053737521171569824,,,,,,
mnistm|resnet18|sig|0.005||all-to-one|6.0|44.0|||#1,mnistm,resnet18,sig,0.005,,all-to-one,6.0,44.0,,,,SIG_0.005_delta=44_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.005_delta=44_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.43168846502775016,0.7405937499999999,-0.3089052849722498,0.2925263850878639,0.5797909850352705,-0.2872645999474066,0.906058,0.000698,0.90536,0.9808766052484645,0.0011166945840312675,0.9797599106644332,3.5847713947296143,1.5524187088012695,2.0323526859283447,,,,,,
mnistm|resnet18|sig|0.005||all-to-one|6.0|56.0|||#1,mnistm,resnet18,sig,0.005,,all-to-one,6.0,56.0,,,,SIG_0.005_delta=56_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.005_delta=56_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.4376326890920734,0.8446699695121951,-0.40703728042012166,0.31938753823856914,0.5917152292314249,-0.2723276909928558,0.96636,0.001117,0.965243,0.9808766052484645,0.011446119486320492,0.9694304857621441,3.608020067214966,1.8737465143203735,1.7342735528945923,,,,,,
mnistm|resnet18|sig|0.01||all-to-one|6.0|4.0|||#1,mnistm,resnet18,sig,0.01,,all-to-one,6.0,4.0,,,,SIG_0.010_delta=4_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.010_delta=4_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.8217104292738275,0.8751875,-0.05347707072617247,0.5254543717429795,0.583967939873011,-0.0585135681300315,0.497069,0.000698,0.496371,0.2768006700167504,0.0008375209380234506,0.27596314907872693,1.5803520679473877,1.3548338413238525,0.22551822662353516,,,,,,
mnistm|resnet18|sig|0.01||all-to-one|6.0|12.0|||#1,mnistm,resnet18,sig,0.01,,all-to-one,6.0,12.0,,,,SIG_0.010_delta=12_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.010_delta=12_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.35034530200687186,0.831875,-0.48152969799312817,0.30669946028463657,0.5569234091555977,-0.2502239488709611,0.906896,0.000838,0.906058,0.8937744276940257,0.0006979341150195422,0.8930764935790062,2.0179080963134766,1.408960223197937,0.6089478731155396,,,,,,
mnistm|resnet18|sig|0.01||all-to-one|6.0|20.0|||#1,mnistm,resnet18,sig,0.01,,all-to-one,6.0,20.0,,,,SIG_0.010_delta=20_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.010_delta=20_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.4071776844971865,0.8409375,-0.4337598155028135,0.23151556817726693,0.5982655210291015,-0.36674995285183454,0.876884,0.001117,0.875767,0.9674762702400893,0.001256281407035176,0.9662199888330542,1.5315725803375244,1.2898508310317993,0.2417217493057251,,,,,,
mnistm|resnet18|sig|0.01||all-to-one|6.0|28.0|||#1,mnistm,resnet18,sig,0.01,,all-to-one,6.0,28.0,,,,SIG_0.010_delta=28_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.010_delta=28_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.4034787805354354,0.80859375,-0.4051149694645646,0.23927400153332623,0.5665107162944452,-0.32723671476111893,0.945422,0.000558,0.944864,0.9828308207705193,0.0013958682300390843,0.9814349525404802,2.8328094482421875,2.2799606323242188,0.5528488159179688,,,,,,
mnistm|resnet18|sig|0.01||all-to-one|6.0|36.0|||#1,mnistm,resnet18,sig,0.01,,all-to-one,6.0,36.0,,,,SIG_0.010_delta=36_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.010_delta=36_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.46686878355467654,0.8592316176470588,-0.39236283409238226,0.26695286410152386,0.5788578897735637,-0.3119050256720398,0.83445,0.001117,0.833333,0.9879955332216639,0.002372975991066443,0.9856225572305974,2.066718816757202,2.860703468322754,-0.7939846515655518,,,,,,
mnistm|resnet18|sig|0.01||all-to-one|6.0|44.0|||#1,mnistm,resnet18,sig,0.01,,all-to-one,6.0,44.0,,,,SIG_0.010_delta=44_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.010_delta=44_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.4139185040407589,0.8836875,-0.46976899595924104,0.26045736471123493,0.5920615638914335,-0.33160419918019857,0.988833,0.001396,0.987437,0.9931602456728085,0.00809603573422669,0.9850642099385818,1.615834355354309,1.433679223060608,0.18215513229370117,,,,,,
mnistm|resnet18|sig|0.01||all-to-one|6.0|56.0|||#1,mnistm,resnet18,sig,0.01,,all-to-one,6.0,56.0,,,,SIG_0.010_delta=56_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.010_delta=56_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.42100436413348286,0.8134194078947368,-0.3924150437612539,0.26433629331686403,0.6002412871643504,-0.3359049938474864,0.992602,0.001815,0.990787,0.9955332216638749,0.04243439419318816,0.9530988274706867,2.5926718711853027,2.6132264137268066,-0.020554542541503906,,,,,,
mnistm|resnet18|sig|0.05||all-to-one|6.0|4.0|||#1,mnistm,resnet18,sig,0.05,,all-to-one,6.0,4.0,,,,SIG_0.050_delta=4_f=6_mode=all2one_poison_seed=2333_arch=ResNet18_mnistm,SIG_0.050_delta=4_f=6_poison_seed=2333_arch=ResNet18_mnistm,0.5171271491444553,0.8074419642857142,-0.2903148151412589,0.4525112381073342,0.5586957031261639,-0.10618446501882972,0.995812,0.001117,0.994695,0.8484087102177554,0.000977107761027359,0.8474316024567281,1.1697076559066772,2.4113821983337402,-1.241674542427063,,,,,,
